FacilityId,Name,StreetAddress,Suburb,Postcode,State,Country,FacilityPhoneNumber,IsAccessCard,AccessCardFee,Is24Hour,WebsiteUrl,Region,ServicesList,ServicesExpanded,ActivitiesExpanded,FacilityStatusId,NoNewMembersDate,AdditionalInfo,Latitude,Longitude
7111,Fitness First Castle Hill - Castle Towers - Staffed Hours Only,"Level 3, Shop 701 Castle Towers Shopping Centre",Castle Hill,2154,NSW,Australia,0297621600,False,,False,http://www.fitnessfirst.com.au/find-a-club/castle-hill---castle-towers/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access, Gym Access,",Gym Access,"Cycling, Group Fitness, Gym Access, Pilates, Sauna, Spa, Yoga",2,,"""To attend this facility, minimum Age Restrictions apply:
 - 14 years of age minimum (must be under direct supervision of a parent, legal guardian or PT)
 - Children aged 15-17 years of age may attend independently, following consent from their legal parent or guardian on the first visit""",-33.72930999999,151.00624999999
6793,Snap Fitness Castle Hill 24/7,"Shop 126 2-16 Terminus St, ",Castle Hill,2154,NSW,Australia,0478777627,True,69.0,True,https://www.snapfitness.com.au/castle-hill/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.73327900000,151.005067
8711,XGYM Castle Hill,5/9 Salisbury Rd,Castle Hill,2154,NSW,Australia,0424023601,True,49.99,True,https://xgym.com.au/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.72921,150.97734
8305,UFC GYM Bankstown - GYM ACCESS ONLY,Level 1/25 Restwell St,Bankstown,2200,NSW,Australia,0297094444,False,,False,https://www.ufcgym.com.au/,NSW - Sydney: West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.91906,151.03460
7489,Plus Fitness Bankstown 24/7,U 4  173-185 Canterbury Rd,Bankstown,2200,NSW,Australia,0297902266,True,60.0,True,https://www.plusfitness.com.au/gyms/bankstown,NSW - Sydney: West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.93296000000,151.02806000000
6852,Fitness Local Dulwich Hill,L 1  475 Marrickville Rd,Dulwich Hill,2203,NSW,Australia,0295684301,True,20.0,False,http://www.fitnesslocal.com.au/index.php?fuseaction=fac.,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT",2,,,-33.90399,151.14340999999
6886,Annette Kellerman Aquatic Centre,"Enmore Park, Black Street",Marrickville,2204,NSW,Australia,0293925400,False,,False,http://www.akac.com.au/,NSW - Sydney: Inner West,"Pool Entry, Pool Entry, Gym Access, Gym Access,","Pool Entry, Gym Access","Bootcamp, Boxing, Group Fitness, Gym Access, Pilates, Pool, Yoga",2,,,-33.90459899999,151.17019400000
7713,PCYC Marrickville,531 Illawarra Rd,Marrickville,2204,NSW,Australia,0295597722,True,30.0,False,https://www.pcycnsw.org.au/marrickville,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,Group Fitness,2,,,-33.91961599999,151.14523199999
8315,Bodyfit Platinum Fitness Centre Marrickville 24/7,"Shop 2001, Marrickville Metro Redevelopment 13-55 Edinburgh rd,",Marrickville,2204,NSW,Australia,0293193876,True,10.0,True,https://www.bodyfitfitnesscentre.com.au/index.php/bodyfitplatinum-marrickville-coming-soon,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT, Ladies Only, Pilates, Sauna, Spa, Yoga",2,,,-33.90800,151.17179
8450,Strive Fitness 24/7 - Marrickville - GYM ACCESS ONLY,18-22 Murray Street,Marrickville,2204,NSW,Australia,0432789325,True,50.0,True,https://strivefitness.com.au/marrickville/,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.90686,151.17333
7508,Plus Fitness Wolli Creek 24/7,U 7  35 Arncliffe St,Wolli Creek,2205,NSW,Australia,0295990040,True,69.0,True,https://www.plusfitness.com.au/gyms/wolli-creek/,NSW - Sydney: Inner South West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.93023000000,151.15365
7513,Plus Fitness Earlwood 24/7,SHOP 1,Earlwood,2206,NSW,Australia,0297180444,True,49.0,True,https://www.plusfitness.com.au/gyms/earlwood/,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.92710999999,151.12388000000
7170,Fitness Local Bardwell Park,Earlwood Bardwell Park RSL,Bardwell Park,2207,NSW,Australia,0293359900,True,45.0,False,http://www.fitnesslocal.com.au/index.php?fuseaction=fac.view&clubid=337,NSW - Sydney: Inner South West,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT, Pilates, Sauna",2,,,-33.93104999999,151.12506999999
9096,Plus Fitness Bexley 24/7,Shop 2/818 Stoney Creek Road,Bexley,2207,NSW,Australia,0286602222,True,59.0,True,https://www.plusfitness.com.au/gyms/bexley/,NSW - Sydney: Inner South West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.94976133156,151.12500151690
7922,Live Well Health Club - Rouse Hill 24/7,4 Commercial Road,Rouse Hill,2155,NSW,Australia,0455800200,True,47.0,True,https://livewellhealthclubs.com.au/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,Fitness Passport access does not include or subsidise for Martial Arts,-33.68486999999,150.92160000000
9091,Stepz Fitness Rouse Hill,"2 Resolution Place, Shop 9",Rouse Hill,2155,NSW,Australia,0413966922,True,55.0,True,https://stepzfitness.com.au/location/gym-rouse-hill/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Bootcamp, Group Fitness, Gym Access, HIIT, Pilates, Yoga",2,,,-33.68428905307,150.91896267755
9168,My Gym Rouse Hill,11 Gymea Cct,Rouse Hill,2155,NSW,Australia,0472733929,True,79.0,True,https://www.mygym.com.au/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Group Fitness, Gym Access, Sauna",2,,,-33.66216539651,150.92514141958
7231,Plus Fitness Dural 24/7,U 5  829 Old Northern Rd,Dural,2158,NSW,Australia,0296512774,True,99.0,True,http://www.plusfitness.com.au/gyms/dural/,NSW - Sydney: Baulkham Hills and Hawkesbury,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,A $99 setup fee required for Plus Fitness App which allows access to all Plus Fitness clubs on the Fitness Passport network. ,-33.69530999999,151.03331600000
7509,Plus Fitness Kingsgrove 24/7,U 5  1 The Crescent,Kingsgrove,2208,NSW,Australia,0291505233,True,49.0,True,https://www.plusfitness.com.au/gyms/kingsgrove,NSW - Sydney: Inner South West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.94312999999,151.09049999999
7792,Plus Fitness Peakhurst 24/7,125 Boundary Rd,Peakhurst,2210,NSW,Australia,0295841505,True,59.0,True,https://www.plusfitness.com.au/gyms/peakhurst,NSW - Sydney: Inner South West,"Gym Access, Gym Access,",Gym Access,"Boxing, Dance, Group Fitness, Gym Access, HIIT, Pilates, Yoga",2,,"Replacement FOB is $49
Replacement Card is $29",-33.96003,151.06493
7491,Plus Fitness Padstow 24/7,17-19 Faraday Rd,Padstow,2211,NSW,Australia,0297731333,True,150.0,True,https://www.plusfitness.com.au/gyms/padstow,NSW - Sydney: West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,Please contact the facility directly for more information on access to classes and the fees involved.,-33.95412000000,151.03377
7187,Max Parker Leisure and Aquatic Centre,Marco Avenue,Revesby,2212,NSW,Australia,0297712148,False,,False,https://www.cbcity.nsw.gov.au/explore/leisure-aquatic-centres/locations-hire/max-parker-leisure-aquatic-centre,NSW - Sydney: West,"Pool Entry, Pool Entry, Fitness Classes, Fitness Classes,","Pool Entry, Fitness Classes","Boxing, Group Fitness, HIIT, Pilates, Pool",2,,,-33.95219099999,151.00742399999
7507,Plus Fitness East Hills 24/7,9/31 Maclaurin Ave,East Hills,2213,NSW,Australia,0297744444,True,49.0,True,https://www.plusfitness.com.au/gyms/east-hills,NSW - Sydney: West,"Gym Access, Gym Access,",Gym Access,"Group Fitness, Gym Access, HIIT",2,,,-33.96282000000,150.98378
7809,PCYC Sutherland,"Waratah Park, Eton St",Sutherland,2232,NSW,Australia,0295215690,True,30.0,False,https://www.pcycnsw.org.au/sutherland/,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-34.03701999999,151.057727
7288,Plus Fitness Sutherland 24/7,4a Boyle St,Sutherland,2232,NSW,Australia,0295212211,True,150.0,True,https://www.plusfitness.com.au/gyms/sutherland/,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,"The access fee includes the following and is aimed to ensure your fitness journey starts the best way possible:

- Initial Personal Trainer Induction
- Evolt Body Scan   
- Welcome Pack
- Access to Free Workouts and Classes via the Plus Fitness App
- 24/7 Access Key and registration into database with ELK Security

Please contact the club directly to set up your introductory session

* A $50 reactivation fee applies if an individual does not use their access key within 12 weeks.",-34.03282000000,151.05803
6680,Sutherland Leisure Centre,1 Rawson Ave,Sutherland,2232,NSW,Australia,0285369777,False,,False,https://leisure.sutherlandshire.nsw.gov.au/locations/sutherland-leisure-centre,NSW - Sydney: Sutherland Shire,"Gym Access and Pool Entry, Gym Access and Pool Entry,",Gym Access and Pool Entry,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Pilates, Pool, Sauna, Spa, Yoga",2,,,-34.03786609974,151.05573855068
6681,Engadine Health,62a Anzac Ave,Engadine,2233,NSW,Australia,0295209938,False,,False,https://www.facebook.com/Engadine-Health-122119016170/,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Cycling, Dance, Group Fitness, Gym Access, HIIT, Pool, Squash",2,,,-34.06148000000,151.00991999999
6856,Engadine Leisure Centre,111-113 Anzac Ave,Engadine,2233,NSW,Australia,0295484200,False,,False,http://www.sutherlandshire.nsw.gov.au/recreation/leisure_centres/centres/engadine_leisure_centre,NSW - Sydney: Sutherland Shire,"Gym Access and Pool Entry, Gym Access and Pool Entry,",Gym Access and Pool Entry,"Gym Access, Pool",2,,,-34.05818,151.006
7309,Plus Fitness Engadine 24/7,2 Waratah Rd,Engadine,2233,NSW,Australia,0295482004,True,150.0,True,https://www.plusfitness.com.au/gyms/engadine/,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,"The access fee includes the following and is aimed to ensure your fitness journey starts the best way possible:

- Initial Personal Trainer Induction
- Evolt Body Scan   
- Welcome Pack
- Access to Free Workouts and Classes via the Plus Fitness App
- 24/7 Access Key and registration into database with ELK Security

Please contact the club directly to set up your introductory session

* A $50 reactivation fee applies if an individual does not use their access key within 12 weeks.",-34.06460599999,151.01283000000
7296,Menai Indoor Sports Centre,98-150 Allison Cres,Menai,2234,NSW,Australia,0285369718,False,,False,https://www.sutherlandshire.nsw.gov.au/Outdoors/Leisure-Centres/Centres/Menai-Indoor-Sports-Centre,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,Basketball,2,,,-34.01252000000,151.01526999999
7267,Plus Fitness Menai 24/7,U 1  788-798 Old Illawarra Rd,Menai,2234,NSW,Australia,0295410407,True,150.0,True,https://www.plusfitness.com.au/gyms/menai/,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,"- The access fee includes the following and is aimed to ensure your fitness journey starts the best way possible:

- Initial Personal Trainer Induction
- Evolt Body Scan   
- Welcome Pack
- Access to Free Workouts and Classes via the Plus Fitness App
- 24/7 Access Key and registration into database with ELK Security

Please contact the club directly to set up your introductory session

* A $50 reactivation fee applies if an individual does not use their access key within 12 weeks.",-34.01720999999,151.01024000000
6867,Club Vulcan Menai,Unit 14 and 15,Menai,2234,NSW,Australia,0295410038,False,,False,http://www.clubvulcan.com.au/,NSW - Sydney: Sutherland Shire,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Group Fitness, Gym Access, HIIT, Ladies Only",2,,,-34.016185,151.01073500000
6950,My Bodyworx ,"69 Webb St, Unit 2 and 3",East Gosford,2250,NSW,Australia,0406245346,False,,False,http://mybodyworx.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Group Fitness, Gym Access, Martial Arts",2,,Fitness Passport members will incur an additional charge of $16.50 for access to the Sauna,-33.4391638420,151.3515247364
7109,Plus Fitness East Gosford 24/7,17/36-40 Victoria St,East Gosford,2250,NSW,Australia,0243210898,True,59.0,True,http://www.plusfitness.com.au/gyms/plus-fitness-east-gosford/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Pilates, Yoga",2,,,-33.43840999999,151.35361
7274,Platinum Mind Body Fitness Erina 24/7,"Suite 1.08 The Platinum Building, 4 Illya Ave",Erina,2250,NSW,Australia,425226407,True,20.0,True,http://platinummindbodyfitness.com/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Dance, Group Fitness, Gym Access, HIIT, Pilates, Sauna, Yoga",2,,,-33.43951201631,151.38327015462
7538,Total Body Fitness Studio Erina,210 The Entrance Road,Erina,2250,NSW,Australia,0243654656,False,,False,http://totalbodyfs.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, HIIT, Pilates",2,,,-33.43545000000,151.38728
7001,Impact Centre Erina 24/7,19 Chetwynd Rd,Erina,2250,NSW,Australia,0243676767,True,30.0,True,https://impactgym.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Cycling, Dance, Group Fitness, Gym Access, HIIT, Pilates, Sauna, Yoga",2,,"Reformer Pilates: Fitness Passport Members pay the same as Impact Gym members: $22 per class, $30 for the Introductory class. Non-members pay $35 per class. New Fitness Passport Members at Impact Gym must register their membership and buy a $30 FOB key.",-33.43341000000,151.39776000000
6912,Erina Swim Centre,17 Bonnal Rd,Erina,2250,NSW,Australia,0243650024,False,,False,https://5starswimschools.com.au/erina/,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.43323999999,151.38303999999
6563,Anytime Fitness Erina 24/7,310 The Entrance Road,Erina,2250,NSW,Australia,0477737462,True,80.0,True,https://www.anytimefitness.com.au/gyms/au-1031/erina-nsw-2250/#about,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.43623300000,151.38549900000
6574,Gosford Pool,42 Masons Pde,Gosford,2250,NSW,Australia,024304725,False,,False,http://www.gosford.nsw.gov.au/leisure_centres,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.43491000000,151.34210999999
8457,Anytime Fitness Lisarow 24/7,Unit 7/900 Pacific Hwy,Lisarow,2250,NSW,Australia,0243267657,True,178.95,True,https://www.anytimefitness.com.au/gyms/au-1670/lisarow-nsw-2250/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,One off fee ,-33.38321,151.36295
8877,Niagara Park Swim Centre,21b/ / 16 Washington Ave,Niagara Park,2250,NSW,Australia,0243319740,False,,False,https://5starswimschools.com.au/niagara-park/,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.38288198785,151.35247608652
8968,Fight Factory Muay Thai - Gym Access Only,38/9 Blackett St,West Gosford,2250,NSW,Australia,0401650409,False,,False,http://www.fightfactorymt.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,"We accept Fitness Passport for gym entry and cheaper private sessions. If you wish to participate in unlimited classes, an additional $15 weekly direct debit is requested to cover this 'specialty' martial arts training. ",-33.42118,151.33113
6566,Recharge Personal Fitness,7/5-7 Enterprise Close,West Gosford,2250,NSW,Australia,0412225391,False,,False,https://www.rechargepersonalfitness.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.41261500000,151.33359999999
6605,Coast Fitness HQ,"Central Coast Leagues Club, 1 Dane Rd",West Gosford,2250,NSW,Australia,0243259879,False,,False,https://coastfitnesshq.com.au/,NSW - Central Coast,"Gym Access Boxing and Hot Yoga, Gym Access, Boxing and Hot Yoga,",Gym Access Boxing and Hot Yoga,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Pilates, Sauna, Yoga",2,,,-33.42815000000,151.33977999999
6865,Anytime Fitness West Gosford 24/7,69 Central Coast Hwy,West Gosford,2250,NSW,Australia,0243224355,True,178.95,True,http://www.anytimefitness.com.au/gyms/au-1474/west-gosford-nsw-2250,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.42627199999,151.321518
7139,Plus Fitness West Gosford 24/7,U 2  57 Central Coast Hwy,West Gosford,2250,NSW,Australia,0243210937,True,49.0,True,http://www.plusfitness.com.au/gyms/west-gosford/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Group Fitness, Gym Access, Yoga",2,,,-33.42685000000,151.32881
6600,Wyoming Swim Centre,U 1  11 Brooks Ave,Wyoming,2250,NSW,Australia,0243284222,False,,False,https://5starswimschools.com.au/wyoming/,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.40176000000,151.34706
6562,Anytime Fitness Wyoming 24/7,8 Brooks Ave,Wyoming,2250,NSW,Australia,0243282244,True,178.95,True,http://www.anytimefitness.com.au/gyms/au-1029/gym-Wyoming-NSW-fitness-center,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Cycling, Group Fitness, Gym Access, Yoga",2,,,-33.40081,151.34783999999
6569,Kincumber Gym,U 3  1-5 Kerta Rd,Kincumber,2251,NSW,Australia,0243681215,True,20.0,False,http://www.kincumbergym.com,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Pilates, Yoga",2,,no longer a $5 admin fee,-33.47330000000,151.39223000000
6601,Kincumber Swim Centre,102 Avoca Drive Kerta Road,Kincumber,2251,NSW,Australia,0243682422,False,,False,http://www.kincumberswimcentre.com,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.46895,151.38756599999
6782,Anytime Fitness Kincumber 24/7,34 Avoca Dr,Kincumber,2251,NSW,Australia,0499654669,True,99.0,True,https://www.anytimefitness.com.au/gyms/au-1396/kincumber-nsw-2251/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.467686,151.38193799999
6692,Anytime Fitness Woy Woy 24/7,LEVEL 1,Woy Woy,2256,NSW,Australia,0243425111,True,89.95,True,http://www.anytimefitness.com.au/gyms/au-1197/woy-woy-nsw-2256,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,Memberships at Anytime Fitness Woy Woy expire every 12 months. Please approach reception to renew it.,-33.48865299999,151.32463899999
6568,Peninsula Leisure Centre - Woy Woy - 24/7,243 Blackwall Rd,Woy Woy,2256,NSW,Australia,0243258123,True,35.0,True,https://www.centralcoast.nsw.gov.au/recreation/venues-and-facilities/leisure-centres-gyms-and-pools/peninsula-leisure-centre-plc,NSW - Central Coast,"Gym Access and Pool Entry, Gym Access and Pool Entry,",Gym Access and Pool Entry,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Pilates, Pool, Sauna, Spa, Yoga",2,,,-33.49496400000,151.329284
6863,Plus Fitness Ettalong Beach 24/7,46-48 Pacific Ave,Ettalong Beach,2257,NSW,Australia,0243441211,True,49.0,True,http://www.plusfitness.com.au/clubs/ettalong-beach,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.51353000000,151.33631
9144,Engine Room 24/7 - Tuggerah,2 Catamaran Rd,Fountaindale,2258,NSW,Australia,0243261943,True,19.95,True,https://www.engineroomgym.com.au/,NSW - Central Coast,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Group Fitness, Gym Access",2,,,-33.33169478731,151.40333347115
7292,The Gwandalan Gym 24/7,U 1  50 Parraweena Rd,Gwandalan,2259,NSW,Australia,0477544554,True,29.0,True,https://www.thegwandalangym.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Group Fitness, Gym Access, HIIT, Sauna, Yoga",2,,,-33.14605000000,151.58113
6825,Snap Fitness Tuggerah 24/7,Shop E9/50 Wyong Rd,Tuggerah,2259,NSW,Australia,0432511999,True,69.0,True,http://www.snapfitness.com.au/tuggerah/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access",2,,,-33.30769607844,151.41171660564
7935,Anytime Fitness Tuggerah 24/7,1/19 Anzac Road,Tuggerah,2259,NSW,Australia,0243533244,True,179.0,True,https://www.anytimefitness.com.au/gyms/au-1123/gym-Tuggerah-New%20South%20Wales-fitness-center/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,All Fitness Passport members must purchase an access key wishing to attend the club within staffed hours. This is a requirement of anyone who wants to use an Anytime Fitness club.,-33.30634,151.41719
8198,Tuggerah Swim Centre,1 Bryant Drive,Tuggerah,2259,NSW,Australia,0451879848,False,,False,https://5starswimschools.com.au/tuggerah/,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.31281,151.42266
8187,Castle Strength and Conditioning,9/11 Reliance Drive,Tuggerah,2259,NSW,Australia,0415794229,True,39.0,False,https://castlefunctionalfitness.com/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Group Fitness, Gym Access, HIIT",2,,Access Key Mandatory $39.00 ,-33.31514,151.41936
8453,Anytime Fitness Wyong 24/7,"Building 2, 1-10 Amy Close",Wyong,2259,NSW,Australia,0290575250,True,149.95,True,https://www.anytimefitness.com.au/gyms/au-1589/wyong-nsw-2259/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,All Fitness Passport members must purchase an access key wishing to attend the club within staffed hours. This is a requirement of anyone who wants to use an Anytime Fitness club.,-33.26803,151.43701
6577,Wyong Pool ,1 Ithome St,Wyong,2259,NSW,Australia,0243048050,False,,False,http://www.wyong.nsw.gov.au/wyongshire/sport_recreation_pools.html,NSW - Central Coast,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.28546200000,151.42846499999
6639,All Sorts Gym Wyong 24/7,"The Old Milk Factory, 141 Alison Rd",Wyong,2259,NSW,Australia,0243523811,False,,True,http://www.allsortswyong.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Cycling, Group Fitness, Gym Access, HIIT, Martial Arts, Pilates, Yoga",2,,,-33.27675,151.40657999999
6571,The Gym @ Forries Forresters Beach,41a Bellevue Rd,Forresters Beach,2260,NSW,Australia,0243843577,False,,False,https://www.facebook.com/forriesgym/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Martial Arts, Pilates, Pool, Spa, Yoga",2,,,-33.39936999999,151.46411000000
6951,Plus Fitness Terrigal 24/7,LEVEL 2,Terrigal,2260,NSW,Australia,0243842222,True,59.0,True,http://www.plusfitness.com.au/gyms/terrigal/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.44695000000,151.44434000000
8661,PCYC Bateau Bay,460 The Entrance Road,Bateau Bay,2261,NSW,Australia,0243327000,False,,False,https://www.pcycnsw.org.au/bateau-bay,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,Annual membership fee applicable to access PCYC NSW clubs. Cost is $15 for Juniors and $30 for Seniors. ,-33.376185,151.475772
6573,M.A.T.S. Fitness,Lot 2 Tumbi Creek Rd,Berkeley Vale,2261,NSW,Australia,0491709436,False,,False,http://www.matshombu.com.au/gym.html,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Group Fitness, Gym Access, HIIT, Yoga",2,,,-33.35933599999,151.444582
8440,The Rig 24/7,389 The Entrance Rd,Long Jetty,2261,NSW,Australia,0243088532,True,10.0,True,https://therig.com.au/,NSW - Central Coast,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Pilates",2,,,-33.35688,151.48548
9137,Plus Fitness The Entrance 24/7,26 Torrens Av,The Entrance,2261,NSW,Australia,0243064290,True,59.0,True,https://www.plusfitness.com.au/gyms/theentrance/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.34328235555,151.49595182122
6565,Anytime Fitness The Entrance 24/7,315 The Entrance Road,The Entrance,2261,NSW,Australia,0243677922,True,99.0,True,http://www.anytimefitness.com.au/gyms/au-1038/gym-The%20Entrance-NSW-fitness-center,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.35237000000,151.48930999999
6814,Mingara One,Mingara Drive,Tumbi Umbi,2261,NSW,Australia,0243497825,True,25.0,False,http://www.mingaraone.com.au,NSW - Central Coast,"Gym/Aquafit/Track Classes, Gym/Aquafit/Track Classes, Pool Entry, Pool Entry, Track - General Use, Track - General Use,","Gym/Aquafit/Track Classes, Pool Entry, Track - General Use","Boxing, Cycling, Dance, Group Fitness, Gym Access, HIIT, Ladies Only, Pilates, Pool, Yoga",2,,"- Gym and Group Fitness Access: You will need to join Mingara and use your membership card to access the facility. Membership is $25 for five years. See reception upon first visit.

- General Pool or Track Access: Simply scan the QR Code using your ‘MyFP’ app.",-33.36239100000,151.441416
6599,New Body Fitness Centre - Budgewoi,52 Tenth Ave,Budgewoi,2262,NSW,Australia,0243909998,False,,False,https://www.newbodyfitnessbudgewoi.com/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT, Martial Arts, Pilates, Yoga",2,,,-33.23402000000,151.55599000000
7002,Active Fitness HQ 24/7,80 Pacific Hwy,Doyalson,2262,NSW,Australia,0243906333,True,0.0,True,http://www.activefitnesshq.com.au/,NSW - Central Coast,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Bootcamp, Boxing, Crossfit, Cycling, Group Fitness, Gym Access, HIIT, Pilates, Yoga",2,,,-33.19742000000,151.52643
7868,Vibez 24/7 Fitness ,"Northlakes Shopping Centre, Shop 3, 19 - 21 Pacific Hwy",San Remo,2262,NSW,Australia,0243904221,True,49.0,True,https://vibezfitness.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT, Yoga",2,,,-33.21531,151.51098
8671,The Performance Centre 24/7,"Unit 7, 11-13 Arizona Rd",Charmhaven,2263,NSW,Australia,0413381109,True,25.0,True,https://combatperformancecentre.com.au/,NSW - Central Coast,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Bootcamp, Boxing, Group Fitness, Gym Access, HIIT, Ladies Only, Accessible Options (See Additional Info)",2,,Wheelchair Access,-33.23714884835,151.49946418288
9024,GOAT Health & Fitness - Charmhaven,"Unit 5, 18-20 Arizona Rd",Charmhaven,2263,NSW,Australia,0407603708,True,50.0,True,https://www.goatfitness.com.au/,NSW - Central Coast,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.24123485934,151.49225219445
